ParsedDate,States,Actual,Predicted,Residual,Absolute_Error
2020-02-29,Tripura,4.4,5.8126483,-1.4126482963562008,1.4126482963562008
2020-03-01,Tripura,3.3,4.4299483,-1.1299483299255373,1.1299483299255373
2020-03-02,Tripura,3.5,3.9171443,-0.4171442985534668,0.4171442985534668
2020-03-03,Tripura,3.9,3.9171443,-0.017144298553466886,0.017144298553466886
2020-03-04,Tripura,3.4,4.2568545,-0.85685453414917,0.85685453414917
2020-03-05,Tripura,4.1,3.8429887,0.25701127052307093,0.25701127052307093
2020-03-13,Tripura,3.6,3.3386376,0.2613624095916749,0.2613624095916749
2020-03-14,Tripura,3.5,3.3457134,0.15428662300109863,0.15428662300109863
2020-03-15,Tripura,5.6,3.527797,2.0722030162811276,2.0722030162811276
2020-03-16,Tripura,5.2,5.7722034,-0.5722034454345701,0.5722034454345701
2020-03-17,Tripura,4.3,5.3107634,-1.0107633590698244,1.0107633590698244
2020-03-18,Tripura,4.5,4.191441,0.30855894088745117,0.30855894088745117
2020-03-19,Tripura,4.6,4.314055,0.28594503402709925,0.28594503402709925
2020-03-20,Tripura,4.6,4.3608723,0.23912773132324183,0.23912773132324183
2020-03-21,Tripura,4.5,4.341017,0.1589832305908203,0.1589832305908203
2020-03-22,Tripura,3.4,4.461862,-1.061862087249756,1.061862087249756
2020-03-23,Tripura,4.0,3.6794095,0.3205904960632324,0.3205904960632324
2020-03-24,Tripura,4.0,3.9920115,0.007988452911376953,0.007988452911376953
2020-03-25,Tripura,4.5,3.9178567,0.5821433067321777,0.5821433067321777
2020-03-26,Tripura,3.4,4.1449676,-0.744967555999756,0.744967555999756
2020-03-27,Tripura,3.8,3.4373713,0.36262874603271467,0.36262874603271467
2020-03-28,Tripura,3.9,5.2256994,-1.3256994247436524,1.3256994247436524
2020-03-29,Tripura,4.1,6.7644587,-2.6644586563110355,2.6644586563110355
2020-03-30,Tripura,4.0,3.498467,0.501533031463623,0.501533031463623
2020-03-31,Tripura,4.1,6.324811,-2.2248109817504886,2.2248109817504886
2020-04-01,Tripura,4.2,4.179219,0.02078123092651385,0.02078123092651385
